"~start_node_id","~start_node_labels","~start_node_property_Directions","~start_node_property_Recipe_Title","~start_node_property_degree","~start_node_property_Recipe_ID","~start_node_property_Link","~start_node_property_Source","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_Ingredient_ID","~end_node_property_Ingredient_Name"
"15622","Recipe","combine cornmeal, milk, salt, bacon drippings, eggs, soda and corn in mixing bowl set aside saute ground beef in skillet drain on paper towels grease a large black iron skillet and heat sprinkle bottom with a thin layer of cornmeal and brown slightly pour half of the batter in hot skillet, sprinkle cheese evenly over batter, then sprinkle on the meat, onion and peppers, pour remaining batter on top bake at 350 for 45 to 60 minutes serves 8 to 10, serve with a tossed green salad, iced tea and fruit dessert for a complete meal","mexican cornbread with ground beef",11,17064,"www.cookbooks.com/recipe-details.aspx?id=659756","gathered","USES","2272916","Ingredient",2237425,"creamstyle"
"25256","Recipe","heat oven to 375, in a 9 x 13inch pan, melt oleo in the oven, while mixing the following ingredients in a large mixing bowl, eggs, broccoli, onion, cottage cheese, muffin mix and selfrising meal, stir until well mixed, then add melted oleo to mixture but do not scrape pan, remaining oleo will keep cornbread from sticking, stir again until ingredients are combined, pour into baking pan and bake at 375 until lightly browned about 30 or 40 minutes, if not browned on top when tested for doneness, turn oven on preheat for a few seconds","broccoli cornbread",7,23508,"www.cookbooks.com/recipe-details.aspx?id=1035188","gathered","USES","2270751","Ingredient",2237612,"cottage cheese"
"25256","Recipe","heat oven to 375, in a 9 x 13inch pan, melt oleo in the oven, while mixing the following ingredients in a large mixing bowl, eggs, broccoli, onion, cottage cheese, muffin mix and selfrising meal, stir until well mixed, then add melted oleo to mixture but do not scrape pan, remaining oleo will keep cornbread from sticking, stir again until ingredients are combined, pour into baking pan and bake at 375 until lightly browned about 30 or 40 minutes, if not browned on top when tested for doneness, turn oven on preheat for a few seconds","broccoli cornbread",7,23508,"www.cookbooks.com/recipe-details.aspx?id=1035188","gathered","USES","2270545","Ingredient",2238127,"corn muffin"
"25256","Recipe","heat oven to 375, in a 9 x 13inch pan, melt oleo in the oven, while mixing the following ingredients in a large mixing bowl, eggs, broccoli, onion, cottage cheese, muffin mix and selfrising meal, stir until well mixed, then add melted oleo to mixture but do not scrape pan, remaining oleo will keep cornbread from sticking, stir again until ingredients are combined, pour into baking pan and bake at 375 until lightly browned about 30 or 40 minutes, if not browned on top when tested for doneness, turn oven on preheat for a few seconds","broccoli cornbread",7,23508,"www.cookbooks.com/recipe-details.aspx?id=1035188","gathered","USES","2274027","Ingredient",2237311,"eggs"
"25256","Recipe","heat oven to 375, in a 9 x 13inch pan, melt oleo in the oven, while mixing the following ingredients in a large mixing bowl, eggs, broccoli, onion, cottage cheese, muffin mix and selfrising meal, stir until well mixed, then add melted oleo to mixture but do not scrape pan, remaining oleo will keep cornbread from sticking, stir again until ingredients are combined, pour into baking pan and bake at 375 until lightly browned about 30 or 40 minutes, if not browned on top when tested for doneness, turn oven on preheat for a few seconds","broccoli cornbread",7,23508,"www.cookbooks.com/recipe-details.aspx?id=1035188","gathered","USES","2354450","Ingredient",2237988,"oleo"
"25256","Recipe","heat oven to 375, in a 9 x 13inch pan, melt oleo in the oven, while mixing the following ingredients in a large mixing bowl, eggs, broccoli, onion, cottage cheese, muffin mix and selfrising meal, stir until well mixed, then add melted oleo to mixture but do not scrape pan, remaining oleo will keep cornbread from sticking, stir again until ingredients are combined, pour into baking pan and bake at 375 until lightly browned about 30 or 40 minutes, if not browned on top when tested for doneness, turn oven on preheat for a few seconds","broccoli cornbread",7,23508,"www.cookbooks.com/recipe-details.aspx?id=1035188","gathered","USES","2300596","Ingredient",2237287,"onion"
"25256","Recipe","heat oven to 375, in a 9 x 13inch pan, melt oleo in the oven, while mixing the following ingredients in a large mixing bowl, eggs, broccoli, onion, cottage cheese, muffin mix and selfrising meal, stir until well mixed, then add melted oleo to mixture but do not scrape pan, remaining oleo will keep cornbread from sticking, stir again until ingredients are combined, pour into baking pan and bake at 375 until lightly browned about 30 or 40 minutes, if not browned on top when tested for doneness, turn oven on preheat for a few seconds","broccoli cornbread",7,23508,"www.cookbooks.com/recipe-details.aspx?id=1035188","gathered","USES","2299048","Ingredient",2237560,"meal"
"25256","Recipe","heat oven to 375, in a 9 x 13inch pan, melt oleo in the oven, while mixing the following ingredients in a large mixing bowl, eggs, broccoli, onion, cottage cheese, muffin mix and selfrising meal, stir until well mixed, then add melted oleo to mixture but do not scrape pan, remaining oleo will keep cornbread from sticking, stir again until ingredients are combined, pour into baking pan and bake at 375 until lightly browned about 30 or 40 minutes, if not browned on top when tested for doneness, turn oven on preheat for a few seconds","broccoli cornbread",7,23508,"www.cookbooks.com/recipe-details.aspx?id=1035188","gathered","USES","2281882","Ingredient",2237610,"frozen broccoli"
"36489","Recipe","rinse turkey and wipe dry rub with oil, then salt and pepper in a large bowl, combine stuffing mix with oil and vegetables stir in broth, mix lightly, stuff loosely into neck and body cavities, skewer neck skin to back tuck legs under skin band twist wings under turkey, place turkey breastside up on a rack in a shallow roasting pan, place a tent of foil over turkey roast at 325 for 3 12 to 4 hours 180 to 185 on meat thermometer, remove foil last 12 hour, cornbread stuffing can be cooked separately, the last 45 minutes","roast turkey and cornbread stuffing",8,36459,"www.cookbooks.com/recipe-details.aspx?id=798046","gathered","USES","2260933","Ingredient",2237333,"celery"
"36489","Recipe","rinse turkey and wipe dry rub with oil, then salt and pepper in a large bowl, combine stuffing mix with oil and vegetables stir in broth, mix lightly, stuff loosely into neck and body cavities, skewer neck skin to back tuck legs under skin band twist wings under turkey, place turkey breastside up on a rack in a shallow roasting pan, place a tent of foil over turkey roast at 325 for 3 12 to 4 hours 180 to 185 on meat thermometer, remove foil last 12 hour, cornbread stuffing can be cooked separately, the last 45 minutes","roast turkey and cornbread stuffing",8,36459,"www.cookbooks.com/recipe-details.aspx?id=798046","gathered","USES","2302015","Ingredient",2237266,"oil"
"36489","Recipe","rinse turkey and wipe dry rub with oil, then salt and pepper in a large bowl, combine stuffing mix with oil and vegetables stir in broth, mix lightly, stuff loosely into neck and body cavities, skewer neck skin to back tuck legs under skin band twist wings under turkey, place turkey breastside up on a rack in a shallow roasting pan, place a tent of foil over turkey roast at 325 for 3 12 to 4 hours 180 to 185 on meat thermometer, remove foil last 12 hour, cornbread stuffing can be cooked separately, the last 45 minutes","roast turkey and cornbread stuffing",8,36459,"www.cookbooks.com/recipe-details.aspx?id=798046","gathered","USES","2361956","Ingredient",2238448,"turkey"
"36489","Recipe","rinse turkey and wipe dry rub with oil, then salt and pepper in a large bowl, combine stuffing mix with oil and vegetables stir in broth, mix lightly, stuff loosely into neck and body cavities, skewer neck skin to back tuck legs under skin band twist wings under turkey, place turkey breastside up on a rack in a shallow roasting pan, place a tent of foil over turkey roast at 325 for 3 12 to 4 hours 180 to 185 on meat thermometer, remove foil last 12 hour, cornbread stuffing can be cooked separately, the last 45 minutes","roast turkey and cornbread stuffing",8,36459,"www.cookbooks.com/recipe-details.aspx?id=798046","gathered","USES","2312206","Ingredient",2237238,"salt"
"36489","Recipe","rinse turkey and wipe dry rub with oil, then salt and pepper in a large bowl, combine stuffing mix with oil and vegetables stir in broth, mix lightly, stuff loosely into neck and body cavities, skewer neck skin to back tuck legs under skin band twist wings under turkey, place turkey breastside up on a rack in a shallow roasting pan, place a tent of foil over turkey roast at 325 for 3 12 to 4 hours 180 to 185 on meat thermometer, remove foil last 12 hour, cornbread stuffing can be cooked separately, the last 45 minutes","roast turkey and cornbread stuffing",8,36459,"www.cookbooks.com/recipe-details.aspx?id=798046","gathered","USES","2304205","Ingredient",2237546,"parsley"
"36489","Recipe","rinse turkey and wipe dry rub with oil, then salt and pepper in a large bowl, combine stuffing mix with oil and vegetables stir in broth, mix lightly, stuff loosely into neck and body cavities, skewer neck skin to back tuck legs under skin band twist wings under turkey, place turkey breastside up on a rack in a shallow roasting pan, place a tent of foil over turkey roast at 325 for 3 12 to 4 hours 180 to 185 on meat thermometer, remove foil last 12 hour, cornbread stuffing can be cooked separately, the last 45 minutes","roast turkey and cornbread stuffing",8,36459,"www.cookbooks.com/recipe-details.aspx?id=798046","gathered","USES","2317361","Ingredient",2238680,"stuffing"
"36489","Recipe","rinse turkey and wipe dry rub with oil, then salt and pepper in a large bowl, combine stuffing mix with oil and vegetables stir in broth, mix lightly, stuff loosely into neck and body cavities, skewer neck skin to back tuck legs under skin band twist wings under turkey, place turkey breastside up on a rack in a shallow roasting pan, place a tent of foil over turkey roast at 325 for 3 12 to 4 hours 180 to 185 on meat thermometer, remove foil last 12 hour, cornbread stuffing can be cooked separately, the last 45 minutes","roast turkey and cornbread stuffing",8,36459,"www.cookbooks.com/recipe-details.aspx?id=798046","gathered","USES","2261065","Ingredient",2248221,"broth from cooking giblets"
"36489","Recipe","rinse turkey and wipe dry rub with oil, then salt and pepper in a large bowl, combine stuffing mix with oil and vegetables stir in broth, mix lightly, stuff loosely into neck and body cavities, skewer neck skin to back tuck legs under skin band twist wings under turkey, place turkey breastside up on a rack in a shallow roasting pan, place a tent of foil over turkey roast at 325 for 3 12 to 4 hours 180 to 185 on meat thermometer, remove foil last 12 hour, cornbread stuffing can be cooked separately, the last 45 minutes","roast turkey and cornbread stuffing",8,36459,"www.cookbooks.com/recipe-details.aspx?id=798046","gathered","USES","2300596","Ingredient",2237287,"onion"
"37435","Recipe","preheat oven to 400 degrees sprinkle chicken with the salt and pepper and arrange on a rack in a baking pan, bake for 20 to 25 minutes or until the juices run clear when the chicken is pierced with fork, meanwhile, in a small bowl, combine the mustard and oil, in another small bowl, combine the crumbs and sage, preheat the broiler, setting the rack 6 inches from the heat, brush chicken with half of the mustard mixture and sprinkle with half of the crumbs place under broiler for 1 minute or until golden brown, turn the chicken the chicken, coat it with the remaining mustard and crumbs and broil for 1 minute or until golden brown, serve with cornonthecob and steamed green beans or broiled tomatoes, serves 4","chicken with sage cornbread crust",6,37491,"www.cookbooks.com/recipe-details.aspx?id=36945","gathered","USES","2277349","Ingredient",2240856,"fresh sage"
"37435","Recipe","preheat oven to 400 degrees sprinkle chicken with the salt and pepper and arrange on a rack in a baking pan, bake for 20 to 25 minutes or until the juices run clear when the chicken is pierced with fork, meanwhile, in a small bowl, combine the mustard and oil, in another small bowl, combine the crumbs and sage, preheat the broiler, setting the rack 6 inches from the heat, brush chicken with half of the mustard mixture and sprinkle with half of the crumbs place under broiler for 1 minute or until golden brown, turn the chicken the chicken, coat it with the remaining mustard and crumbs and broil for 1 minute or until golden brown, serve with cornonthecob and steamed green beans or broiled tomatoes, serves 4","chicken with sage cornbread crust",6,37491,"www.cookbooks.com/recipe-details.aspx?id=36945","gathered","USES","2300501","Ingredient",2237476,"olive oil"
"37435","Recipe","preheat oven to 400 degrees sprinkle chicken with the salt and pepper and arrange on a rack in a baking pan, bake for 20 to 25 minutes or until the juices run clear when the chicken is pierced with fork, meanwhile, in a small bowl, combine the mustard and oil, in another small bowl, combine the crumbs and sage, preheat the broiler, setting the rack 6 inches from the heat, brush chicken with half of the mustard mixture and sprinkle with half of the crumbs place under broiler for 1 minute or until golden brown, turn the chicken the chicken, coat it with the remaining mustard and crumbs and broil for 1 minute or until golden brown, serve with cornonthecob and steamed green beans or broiled tomatoes, serves 4","chicken with sage cornbread crust",6,37491,"www.cookbooks.com/recipe-details.aspx?id=36945","gathered","USES","2335152","Ingredient",2237240,"chicken"
"37435","Recipe","preheat oven to 400 degrees sprinkle chicken with the salt and pepper and arrange on a rack in a baking pan, bake for 20 to 25 minutes or until the juices run clear when the chicken is pierced with fork, meanwhile, in a small bowl, combine the mustard and oil, in another small bowl, combine the crumbs and sage, preheat the broiler, setting the rack 6 inches from the heat, brush chicken with half of the mustard mixture and sprinkle with half of the crumbs place under broiler for 1 minute or until golden brown, turn the chicken the chicken, coat it with the remaining mustard and crumbs and broil for 1 minute or until golden brown, serve with cornonthecob and steamed green beans or broiled tomatoes, serves 4","chicken with sage cornbread crust",6,37491,"www.cookbooks.com/recipe-details.aspx?id=36945","gathered","USES","2270625","Ingredient",2243230,"cornbread crumbs"
"37435","Recipe","preheat oven to 400 degrees sprinkle chicken with the salt and pepper and arrange on a rack in a baking pan, bake for 20 to 25 minutes or until the juices run clear when the chicken is pierced with fork, meanwhile, in a small bowl, combine the mustard and oil, in another small bowl, combine the crumbs and sage, preheat the broiler, setting the rack 6 inches from the heat, brush chicken with half of the mustard mixture and sprinkle with half of the crumbs place under broiler for 1 minute or until golden brown, turn the chicken the chicken, coat it with the remaining mustard and crumbs and broil for 1 minute or until golden brown, serve with cornonthecob and steamed green beans or broiled tomatoes, serves 4","chicken with sage cornbread crust",6,37491,"www.cookbooks.com/recipe-details.aspx?id=36945","gathered","USES","2299590","Ingredient",2237338,"mustard"
"37435","Recipe","preheat oven to 400 degrees sprinkle chicken with the salt and pepper and arrange on a rack in a baking pan, bake for 20 to 25 minutes or until the juices run clear when the chicken is pierced with fork, meanwhile, in a small bowl, combine the mustard and oil, in another small bowl, combine the crumbs and sage, preheat the broiler, setting the rack 6 inches from the heat, brush chicken with half of the mustard mixture and sprinkle with half of the crumbs place under broiler for 1 minute or until golden brown, turn the chicken the chicken, coat it with the remaining mustard and crumbs and broil for 1 minute or until golden brown, serve with cornonthecob and steamed green beans or broiled tomatoes, serves 4","chicken with sage cornbread crust",6,37491,"www.cookbooks.com/recipe-details.aspx?id=36945","gathered","USES","2312206","Ingredient",2237238,"salt"
"49397","Recipe","preheat oven to 425, in a large bowl, combine cornmeal mix and sugar, add vegetable oil to a 10 or 11inch castiron skillet, place in oven to heat for 10 minutes, meanwhile, in medium bowl, combine egg, buttermilk and 14 cup melted butter add all at once to cornmeal mixture, stir until just moistened batter should be lumpy, remove skillet from oven and swirl oil to coat bottom and side, pour batter into hot skillet, bake for 18 to 22 minutes or until golden brown and a wooden toothpick inserted in the center comes out clean, brush remaining 14 cup melted butter over top, serve warm","southern cornbread",6,49625,"www.cookbooks.com/recipe-details.aspx?id=147571","gathered","USES","2259892","Ingredient",2237254,"buttermilk"
"49397","Recipe","preheat oven to 425, in a large bowl, combine cornmeal mix and sugar, add vegetable oil to a 10 or 11inch castiron skillet, place in oven to heat for 10 minutes, meanwhile, in medium bowl, combine egg, buttermilk and 14 cup melted butter add all at once to cornmeal mixture, stir until just moistened batter should be lumpy, remove skillet from oven and swirl oil to coat bottom and side, pour batter into hot skillet, bake for 18 to 22 minutes or until golden brown and a wooden toothpick inserted in the center comes out clean, brush remaining 14 cup melted butter over top, serve warm","southern cornbread",6,49625,"www.cookbooks.com/recipe-details.aspx?id=147571","gathered","USES","2363233","Ingredient",2250347,"white lily selfrising"
"49397","Recipe","preheat oven to 425, in a large bowl, combine cornmeal mix and sugar, add vegetable oil to a 10 or 11inch castiron skillet, place in oven to heat for 10 minutes, meanwhile, in medium bowl, combine egg, buttermilk and 14 cup melted butter add all at once to cornmeal mixture, stir until just moistened batter should be lumpy, remove skillet from oven and swirl oil to coat bottom and side, pour batter into hot skillet, bake for 18 to 22 minutes or until golden brown and a wooden toothpick inserted in the center comes out clean, brush remaining 14 cup melted butter over top, serve warm","southern cornbread",6,49625,"www.cookbooks.com/recipe-details.aspx?id=147571","gathered","USES","2317504","Ingredient",2237295,"sugar"
"49397","Recipe","preheat oven to 425, in a large bowl, combine cornmeal mix and sugar, add vegetable oil to a 10 or 11inch castiron skillet, place in oven to heat for 10 minutes, meanwhile, in medium bowl, combine egg, buttermilk and 14 cup melted butter add all at once to cornmeal mixture, stir until just moistened batter should be lumpy, remove skillet from oven and swirl oil to coat bottom and side, pour batter into hot skillet, bake for 18 to 22 minutes or until golden brown and a wooden toothpick inserted in the center comes out clean, brush remaining 14 cup melted butter over top, serve warm","southern cornbread",6,49625,"www.cookbooks.com/recipe-details.aspx?id=147571","gathered","USES","2274027","Ingredient",2237311,"eggs"
"49397","Recipe","preheat oven to 425, in a large bowl, combine cornmeal mix and sugar, add vegetable oil to a 10 or 11inch castiron skillet, place in oven to heat for 10 minutes, meanwhile, in medium bowl, combine egg, buttermilk and 14 cup melted butter add all at once to cornmeal mixture, stir until just moistened batter should be lumpy, remove skillet from oven and swirl oil to coat bottom and side, pour batter into hot skillet, bake for 18 to 22 minutes or until golden brown and a wooden toothpick inserted in the center comes out clean, brush remaining 14 cup melted butter over top, serve warm","southern cornbread",6,49625,"www.cookbooks.com/recipe-details.aspx?id=147571","gathered","USES","2263423","Ingredient",2237229,"butter"
"49397","Recipe","preheat oven to 425, in a large bowl, combine cornmeal mix and sugar, add vegetable oil to a 10 or 11inch castiron skillet, place in oven to heat for 10 minutes, meanwhile, in medium bowl, combine egg, buttermilk and 14 cup melted butter add all at once to cornmeal mixture, stir until just moistened batter should be lumpy, remove skillet from oven and swirl oil to coat bottom and side, pour batter into hot skillet, bake for 18 to 22 minutes or until golden brown and a wooden toothpick inserted in the center comes out clean, brush remaining 14 cup melted butter over top, serve warm","southern cornbread",6,49625,"www.cookbooks.com/recipe-details.aspx?id=147571","gathered","USES","2324955","Ingredient",2237329,"vegetable oil"
"98631","Recipe","prepare cornbread using chicken broth and 2 teaspoons sage instead of liquid, mix together chicken, green pepper, celery, almonds, salt, pepper, onions, pimentos, water chestnuts and mayonnaise, crumble half of cold cornbread in buttered 13 x 9inch casserole dish, add diced ingredients, crumble rest of cornbread over top, mix eggs, milk and chicken broth, pour over top of casserole, refrigerate overnight, before cooking, mix soups together and pour over casserole, bake at 350 for 45 to 60 minutes","cornbread casserole(given to clo fletcher by clara hollingsworth) ",15,91817,"www.cookbooks.com/recipe-details.aspx?id=346878","gathered","USES","2342574","Ingredient",2239005,"cornbread"
"98631","Recipe","prepare cornbread using chicken broth and 2 teaspoons sage instead of liquid, mix together chicken, green pepper, celery, almonds, salt, pepper, onions, pimentos, water chestnuts and mayonnaise, crumble half of cold cornbread in buttered 13 x 9inch casserole dish, add diced ingredients, crumble rest of cornbread over top, mix eggs, milk and chicken broth, pour over top of casserole, refrigerate overnight, before cooking, mix soups together and pour over casserole, bake at 350 for 45 to 60 minutes","cornbread casserole(given to clo fletcher by clara hollingsworth) ",15,91817,"www.cookbooks.com/recipe-details.aspx?id=346878","gathered","USES","2272595","Ingredient",2237411,"cream of chicken soup"
"98631","Recipe","prepare cornbread using chicken broth and 2 teaspoons sage instead of liquid, mix together chicken, green pepper, celery, almonds, salt, pepper, onions, pimentos, water chestnuts and mayonnaise, crumble half of cold cornbread in buttered 13 x 9inch casserole dish, add diced ingredients, crumble rest of cornbread over top, mix eggs, milk and chicken broth, pour over top of casserole, refrigerate overnight, before cooking, mix soups together and pour over casserole, bake at 350 for 45 to 60 minutes","cornbread casserole(given to clo fletcher by clara hollingsworth) ",15,91817,"www.cookbooks.com/recipe-details.aspx?id=346878","gathered","USES","2286828","Ingredient",2237288,"green pepper"
"98631","Recipe","prepare cornbread using chicken broth and 2 teaspoons sage instead of liquid, mix together chicken, green pepper, celery, almonds, salt, pepper, onions, pimentos, water chestnuts and mayonnaise, crumble half of cold cornbread in buttered 13 x 9inch casserole dish, add diced ingredients, crumble rest of cornbread over top, mix eggs, milk and chicken broth, pour over top of casserole, refrigerate overnight, before cooking, mix soups together and pour over casserole, bake at 350 for 45 to 60 minutes","cornbread casserole(given to clo fletcher by clara hollingsworth) ",15,91817,"www.cookbooks.com/recipe-details.aspx?id=346878","gathered","USES","2274027","Ingredient",2237311,"eggs"
"98631","Recipe","prepare cornbread using chicken broth and 2 teaspoons sage instead of liquid, mix together chicken, green pepper, celery, almonds, salt, pepper, onions, pimentos, water chestnuts and mayonnaise, crumble half of cold cornbread in buttered 13 x 9inch casserole dish, add diced ingredients, crumble rest of cornbread over top, mix eggs, milk and chicken broth, pour over top of casserole, refrigerate overnight, before cooking, mix soups together and pour over casserole, bake at 350 for 45 to 60 minutes","cornbread casserole(given to clo fletcher by clara hollingsworth) ",15,91817,"www.cookbooks.com/recipe-details.aspx?id=346878","gathered","USES","2307976","Ingredient",2237367,"pimentos"
"98631","Recipe","prepare cornbread using chicken broth and 2 teaspoons sage instead of liquid, mix together chicken, green pepper, celery, almonds, salt, pepper, onions, pimentos, water chestnuts and mayonnaise, crumble half of cold cornbread in buttered 13 x 9inch casserole dish, add diced ingredients, crumble rest of cornbread over top, mix eggs, milk and chicken broth, pour over top of casserole, refrigerate overnight, before cooking, mix soups together and pour over casserole, bake at 350 for 45 to 60 minutes","cornbread casserole(given to clo fletcher by clara hollingsworth) ",15,91817,"www.cookbooks.com/recipe-details.aspx?id=346878","gathered","USES","2272692","Ingredient",2237233,"cream of mushroom soup"
"98631","Recipe","prepare cornbread using chicken broth and 2 teaspoons sage instead of liquid, mix together chicken, green pepper, celery, almonds, salt, pepper, onions, pimentos, water chestnuts and mayonnaise, crumble half of cold cornbread in buttered 13 x 9inch casserole dish, add diced ingredients, crumble rest of cornbread over top, mix eggs, milk and chicken broth, pour over top of casserole, refrigerate overnight, before cooking, mix soups together and pour over casserole, bake at 350 for 45 to 60 minutes","cornbread casserole(given to clo fletcher by clara hollingsworth) ",15,91817,"www.cookbooks.com/recipe-details.aspx?id=346878","gathered","USES","2300737","Ingredient",2237263,"onions"
"98631","Recipe","prepare cornbread using chicken broth and 2 teaspoons sage instead of liquid, mix together chicken, green pepper, celery, almonds, salt, pepper, onions, pimentos, water chestnuts and mayonnaise, crumble half of cold cornbread in buttered 13 x 9inch casserole dish, add diced ingredients, crumble rest of cornbread over top, mix eggs, milk and chicken broth, pour over top of casserole, refrigerate overnight, before cooking, mix soups together and pour over casserole, bake at 350 for 45 to 60 minutes","cornbread casserole(given to clo fletcher by clara hollingsworth) ",15,91817,"www.cookbooks.com/recipe-details.aspx?id=346878","gathered","USES","2298984","Ingredient",2237303,"mayonnaise"
